player_name,bbref_slug,team,salary,years_remaining,is_rookie_scale,has_player_option,has_team_option,yearly_salaries
Jericho Sims,simsje01,MIL,2801346,1,False,True,False,2801346
Luka Garza,garzalu01,BOS,2801346,1,False,False,False,2801346
Trendon Watford,watfotr01,PHI,2801346,1,False,False,True,2801346
Ryan Dunn,dunnry01,PHO,2784240,2,False,False,True,2784240|5025553
Isaiah Collier,colliis01,UTA,2763960,2,False,False,True,2763960|4988948
Baylor Scheierman,scheiba01,BOS,2744040,2,False,False,True,2744040|4952993
Neemias Queta,quetane01,BOS,2667944,5,False,False,True,2667944|12500000|13500000|14500000|15500000
Justin Champagnie,champju01,WAS,2667944,2,False,False,True,2667944|3005085
Vít Krejčí,krejcvi01,POR,2667944,2,False,False,True,2667944|3005085
Jay Huff,huffja01,IND,2667944,2,False,False,False,2667944|3005085
Kobe Sanders,sandeko01,LAC,2622139,4,False,False,True,2622139|2753246|2884353|3019474
Jamaree Bouyea,bouyeja01,PHO,2584539,1,False,False,False,2584539
Dalen Terry,terryda01,PHI,2584539,1,False,False,False,2584539
Jamal Cain,cainja01,ORL,2584539,1,False,False,True,2584539
Bryce McGowens,mcgowbr01,NOP,2584539,2,False,False,True,2584539|2934742
JD Davison,davisjd01,HOU,2584539,1,False,False,True,2584539
Jabari Walker,walkeja01,PHI,2584539,1,False,False,False,2584539
Dru Smith,smithdr01,MIA,2584539,2,False,False,True,2584539|2934742
Pete Nance,nancepe01,MIL,2537526,2,False,False,True,2537526|2756912
Olivier-Maxence Prosper,prospol01,MEM,3500172,2,False,False,True,3500172|1002360
Sidy Cissoko,cissosi01,POR,2497812,1,False,False,False,2497812
Scotty Pippen Jr.,pippesc02,MEM,2461462,2,False,False,False,2461462|2789215
Moussa Diabaté,diabamo01,CHO,2461462,1,False,False,False,2461462
Daeqwon Plowden,plowdda01,SAC,2449421,2,False,False,False,2449421|2664401
Kyle Anderson,anderky01,TOR,2449421,1,False,False,False,2449421
Jordan McLaughlin,mclaujo01,SAS,2449421,1,False,False,False,2449421
Branden Carlson,carlsbr01,POR,2449421,1,False,False,False,2449421
Jevon Carter,carteje01,ORL,2449421,1,False,False,False,2449421
Nikola Vučević,vucevni01,ORL,2449421,1,False,False,False,2449421
Jordan Clarkson,clarkjo01,NYK,2449421,1,False,False,False,2449421
Andre Drummond,drumman01,NYK,2449421,1,False,False,False,2449421
Trey Lyles,lylestr01,MIN,2449421,1,False,False,False,2449421
Simone Fontecchio,fontesi01,MIA,2449421,1,False,False,False,2449421
Kevon Looney,looneke01,LAL,10449421,1,False,False,True,10449421
Larry Nance Jr.,nancela02,IND,2449421,1,False,False,False,2449421
Bogdan Bogdanović,bogdabo01,HOU,2449421,1,False,False,False,2449421
Charles Bassey,bassech01,GSW,2449421,1,False,False,False,2449421
Thomas Bryant,bryanth01,CLE,2449421,1,False,False,False,2449421
Mike Conley,conlemi01,BOS,2449421,1,False,False,False,2449421
Cam Spencer,spencca01,MEM,2411090,3,False,False,True,2411090|2616754|2830685
Justin Edwards,edwarju01,PHI,2411090,2,False,False,True,2411090|2616754
Tolu Smith,smithto05,DET,2411090,1,False,False,False,2411090
Nae'Qwan Tomlin,tomlina01,CLE,2411090,1,False,False,False,2411090
Ryan Kalkbrenner,kalkbry01,CHO,2411090,3,False,False,True,2411090|2525901|2735698
Mouhamadou Gueye,gueyemo01,CHO,2411090,1,False,False,False,2411090
Sion James,jamessi01,CHO,2411090,3,False,False,True,2411090|2525901|2735698
Trayce Jackson-Davis,jackstr02,TOR,2406205,1,False,False,True,2406205
GG Jackson II,jacksgg01,MEM,2406205,1,False,False,True,2406205
Craig Porter Jr.,portecr01,CLE,2406205,1,False,False,True,2406205
Leonard Miller,millele01,CHI,2406205,1,False,False,True,2406205
Jordan Walsh,walshjo01,BOS,2406205,1,False,False,True,2406205
Mouhamed Gueye,gueyemo02,ATL,2406205,1,False,False,True,2406205
Julian Phillips,phillju01,MIN,2406205,1,False,False,True,2406205
Andre Jackson Jr.,jacksan01,MIL,2406205,1,False,False,True,2406205
Jalen Pickett,pickeja02,DEN,2406205,1,False,False,True,2406205
Jamal Shead,sheadja01,TOR,2296271,1,False,False,True,2296271
Tyler Kolek,kolekty01,NYK,2296271,2,False,False,True,2296271|2486995
Karlo Matković,matkoka01,NOP,2296271,1,False,False,True,2296271
Pelle Larsson,larsspe01,MIA,2296271,1,False,False,True,2296271
Johnny Furphy,furphjo01,IND,2296271,2,False,False,True,2296271|2486995
Jamison Battle,battlja01,TOR,2296271,1,False,False,False,2296271
Oso Ighodaro,ighodos01,PHO,2296271,2,False,False,True,2296271|2486995
Adem Bona,bonaad01,PHI,2296271,2,False,False,True,2296271|2486995
Jaylen Wells,wellsja01,MEM,2296271,2,False,False,True,2296271|2486995
Bronny James,jamesbr02,LAL,2296271,2,False,False,True,2296271|2486995
Cam Christie,chrisca02,LAC,2296271,2,False,False,True,2296271|2486995
Mohamed Diawara,diawamo01,NYK,2232143,4,False,False,False,2232143|2410714|2589286|2767857
JaVale McGee,mcgeeja01,DAL,2208856,2,False,False,False,2208856|2208856
Alijah Martin,martial01,TOR,2185116,2,False,True,False,2185116|2571895
Rasheer Fleming,flemira01,PHO,2150917,3,False,False,True,2150917|2525901|2735698
Maxime Raynaud,raynama01,SAC,2150917,2,False,False,True,2150917|2525901
Johni Broome,broomjo01,PHI,2150917,3,False,False,True,2150917|2525901|2735698
Noah Penda,pendano01,ORL,2150917,3,False,False,True,2150917|2525901|2735698
Micah Peavy,peavymi01,NOP,2150917,3,False,False,True,2150917|2525901|2735698
Adou Thiero,thierad01,LAL,2150917,2,False,False,True,2150917|2525901
Will Richard,richawi02,GSW,2150917,3,False,False,True,2150917|2525901|2735698
Chaz Lanier,laniech01,DET,2150917,3,False,False,True,2150917|2525901|2735698
Ryan Nembhard,nembhry01,DAL,2150917,1,False,False,False,2150917
Tyrese Proctor,proctty01,CLE,2150917,3,False,False,True,2150917|2525901|2735698
Myron Gardner,gardnmy01,MIA,2150917,2,False,False,False,2150917|2525901
Baba Miller,milleba01,LAC,1705630,4,False,False,True,1705630|2294370|2694363|2918152
Isaiah Evans,evansis01,MIN,1357763,4,False,False,True,1357763|2294370|2694363|2918152
Bogoljub Markovic,markobo01,MIL,1357763,4,False,False,True,1357763|2294370|2694363|2918152
Meleek Thomas,thomame01,CLE,1357763,4,False,False,True,1357763|2294370|2694363|2918152
Emanuel Sharp,sharpem01,SAC,1357763,3,False,False,True,1357763|2294370|2694363
Ryan Conwell,conwery01,MIA,1357763,3,False,False,True,1357763|2294370|2694363
Henri Veesaar,veesahe01,ATL,1357763,4,False,False,True,1357763|2294370|2694363|2918152
Bruce Thornton,thornbr01,HOU,1357763,4,False,False,True,1357763|2294370|2694363|2918152
Trevon Brazile,brazitr01,DEN,1357763,1,False,False,False,1357763
Nate Bittle,bittlna01,TOR,1357763,1,False,False,False,1357763
Olivier-Maxence Prosper,prospol01,DAL,3500172,2,False,False,True,3500172|1002360
E.J. Liddell,liddeej01,PHO,706898,1,False,False,False,706898
Vasilije Micić,micicva01,MIL,666667,2,False,False,True,666667|666667
Mamadi Diakite,diakima01,MEM,464050,1,False,False,False,464050
Ricky Rubio,rubiori01,CLE,424672,1,False,False,False,424672
Didi Louzada,louzama01,POR,268032,3,False,False,False,268032|268032|268032
